stage_event_id,application_id,stage_name,stage_date,stage_status,drop_reason
573,178,Technical Interview,2025-01-12,Selected,
574,178,Managerial Interview,2025-01-14,Selected,
575,178,HR Interview,2025-01-18,Selected,
576,178,Offer Made,2025-01-20,Declined,Compensation issue
577,179,Resume Screening,2024-07-16,Selected,
578,179,Technical Interview,2024-07-19,Rejected,Domain mismatch
579,180,Resume Screening,2024-07-08,Selected,
580,180,Technical Interview,2024-07-10,Rejected,Domain mismatch
581,181,Resume Screening,2024-09-02,Selected,
582,181,Technical Interview,2024-09-05,Selected,
583,181,Managerial Interview,2024-09-11,Selected,
584,181,HR Interview,2024-09-15,Selected,
585,181,Offer Made,2024-09-20,Declined,Compensation issue
586,182,Resume Screening,2024-04-24,Selected,
587,182,Technical Interview,2024-04-28,Rejected,Low problem-solving
588,183,Resume Screening,2024-03-27,Selected,
589,183,Technical Interview,2024-03-30,Selected,
590,183,Managerial Interview,2024-04-03,Selected,
591,183,HR Interview,2024-04-06,Selected,
592,183,Offer Made,2024-04-11,Accepted,
593,183,Joined,2024-04-18,Joined,
594,184,Resume Screening,2024-03-26,Selected,
595,184,Technical Interview,2024-03-29,Selected,
596,184,Managerial Interview,2024-04-04,Selected,
597,184,HR Interview,2024-04-06,Selected,
598,184,Offer Made,2024-04-10,Declined,Better offer
599,185,Resume Screening,2024-07-05,Rejected,Experience mismatch
600,186,Resume Screening,2024-07-07,Rejected,Experience mismatch
601,187,Resume Screening,2024-05-12,Rejected,Skill mismatch
602,188,Resume Screening,2024-08-16,Selected,
603,188,Technical Interview,2024-08-18,Selected,
604,188,Managerial Interview,2024-08-25,Selected,
605,188,HR Interview,2024-09-01,Selected,
606,188,Offer Made,2024-09-04,Declined,Better offer
607,189,Resume Screening,2024-09-07,Rejected,Profile not relevant
608,190,Resume Screening,2024-03-31,Selected,
609,190,Technical Interview,2024-04-05,Selected,
610,190,Managerial Interview,2024-04-12,Selected,
611,190,HR Interview,2024-04-14,Selected,
612,190,Offer Made,2024-04-19,Accepted,
613,190,Joined,2024-04-25,Joined,
614,191,Resume Screening,2024-07-10,Selected,
615,191,Technical Interview,2024-07-12,Selected,
616,191,Managerial Interview,2024-07-16,Selected,
617,191,HR Interview,2024-07-23,Selected,
618,191,Offer Made,2024-07-26,Accepted,
619,191,Joined,2024-07-30,Joined,
620,192,Resume Screening,2024-11-20,Selected,
621,192,Technical Interview,2024-11-22,Selected,
622,192,Managerial Interview,2024-11-29,Rejected,Project mismatch
623,193,Resume Screening,2024-09-08,Selected,
624,193,Technical Interview,2024-09-14,Selected,
625,193,Managerial Interview,2024-09-16,Selected,
626,193,HR Interview,2024-09-23,Selected,
627,193,Offer Made,2024-09-27,Accepted,
628,193,Joined,2024-10-04,Joined,
629,194,Resume Screening,2024-06-05,Selected,
630,194,Technical Interview,2024-06-07,Selected,
631,194,Managerial Interview,2024-06-09,Rejected,Project mismatch
632,195,Resume Screening,2024-10-12,Selected,
633,195,Technical Interview,2024-10-17,Selected,
634,195,Managerial Interview,2024-10-24,Rejected,Team fit issue
635,196,Resume Screening,2024-12-23,Selected,
636,196,Technical Interview,2024-12-29,Selected,
637,196,Managerial Interview,2025-01-04,Selected,
638,196,HR Interview,2025-01-06,Selected,
639,196,Offer Made,2025-01-13,Accepted,
640,196,Joined,2025-01-16,Joined,
641,197,Resume Screening,2024-04-27,Selected,
642,197,Technical Interview,2024-04-30,Rejected,Domain mismatch
643,198,Resume Screening,2024-10-17,Selected,
644,198,Technical Interview,2024-10-21,Selected,
645,198,Managerial Interview,2024-10-27,Selected,
646,198,HR Interview,2024-11-03,Selected,
647,198,Offer Made,2024-11-09,Accepted,
648,198,Joined,2024-11-16,Joined,
649,199,Resume Screening,2024-05-15,Rejected,Experience mismatch
650,200,Resume Screening,2024-12-07,Selected,
651,200,Technical Interview,2024-12-13,Rejected,Domain mismatch
652,201,Resume Screening,2024-05-20,Rejected,Profile not relevant
653,202,Resume Screening,2024-08-23,Rejected,Profile not relevant
654,203,Resume Screening,2024-09-27,Rejected,Profile not relevant
655,204,Resume Screening,2024-09-04,Selected,
656,204,Technical Interview,2024-09-10,Selected,
657,204,Managerial Interview,2024-09-16,Selected,
658,204,HR Interview,2024-09-22,Selected,
659,204,Offer Made,2024-09-26,Accepted,
660,204,Joined,2024-09-28,Joined,
661,205,Resume Screening,2024-07-31,Selected,
662,205,Technical Interview,2024-08-05,Selected,
663,205,Managerial Interview,2024-08-07,Selected,
664,205,HR Interview,2024-08-12,Selected,
665,205,Offer Made,2024-08-17,Accepted,
666,205,Joined,2024-08-19,Joined,
667,206,Resume Screening,2024-06-30,Selected,
668,206,Technical Interview,2024-07-03,Selected,
669,206,Managerial Interview,2024-07-06,Rejected,Project mismatch
670,207,Resume Screening,2024-09-20,Selected,
671,207,Technical Interview,2024-09-26,Selected,
672,207,Managerial Interview,2024-09-30,Selected,
673,207,HR Interview,2024-10-06,Selected,
674,207,Offer Made,2024-10-12,Declined,Location issue
675,208,Resume Screening,2024-08-24,Rejected,Skill mismatch
676,209,Resume Screening,2024-08-28,Rejected,Experience mismatch
677,210,Resume Screening,2025-01-04,Rejected,Profile not relevant
678,211,Resume Screening,2024-08-31,Selected,
679,211,Technical Interview,2024-09-02,Selected,
680,211,Managerial Interview,2024-09-06,Selected,
681,211,HR Interview,2024-09-10,Selected,
682,211,Offer Made,2024-09-17,Declined,Compensation issue
683,212,Resume Screening,2024-04-08,Rejected,Experience mismatch
684,213,Resume Screening,2024-06-04,Selected,
685,213,Technical Interview,2024-06-11,Rejected,Domain mismatch
686,214,Resume Screening,2024-10-04,Selected,
687,214,Technical Interview,2024-10-10,Selected,
688,214,Managerial Interview,2024-10-12,Selected,
689,214,HR Interview,2024-10-17,Selected,
690,214,Offer Made,2024-10-23,Accepted,
691,214,Joined,2024-10-28,Joined,
692,215,Resume Screening,2024-03-13,Selected,
693,215,Technical Interview,2024-03-16,Selected,
694,215,Managerial Interview,2024-03-18,Selected,
695,215,HR Interview,2024-03-25,Selected,
696,215,Offer Made,2024-03-29,Accepted,
697,215,Joined,2024-04-02,Joined,
698,216,Resume Screening,2024-11-10,Rejected,Profile not relevant
699,217,Resume Screening,2024-04-28,Selected,
700,217,Technical Interview,2024-05-02,Selected,
701,217,Managerial Interview,2024-05-06,Selected,
702,217,HR Interview,2024-05-11,Rejected,Salary mismatch
703,218,Resume Screening,2024-06-21,Selected,
704,218,Technical Interview,2024-06-24,Selected,
705,218,Managerial Interview,2024-06-27,Selected,
706,218,HR Interview,2024-06-29,Selected,
707,218,Offer Made,2024-07-05,Accepted,
708,218,Joined,2024-07-12,Joined,
709,219,Resume Screening,2024-11-02,Selected,
710,219,Technical Interview,2024-11-04,Selected,
711,219,Managerial Interview,2024-11-06,Selected,
712,219,HR Interview,2024-11-12,Selected,
713,219,Offer Made,2024-11-15,Declined,Better offer
714,220,Resume Screening,2024-08-09,Selected,
715,220,Technical Interview,2024-08-14,Selected,
716,220,Managerial Interview,2024-08-16,Selected,
717,220,HR Interview,2024-08-19,Selected,
718,220,Offer Made,2024-08-24,Accepted,
719,220,Joined,2024-08-28,Joined,
720,221,Resume Screening,2024-05-27,Selected,
721,221,Technical Interview,2024-05-31,Rejected,Domain mismatch
722,222,Resume Screening,2024-08-13,Rejected,Skill mismatch
723,223,Resume Screening,2024-10-11,Selected,
724,223,Technical Interview,2024-10-17,Selected,
725,223,Managerial Interview,2024-10-24,Selected,
726,223,HR Interview,2024-10-26,Selected,
727,223,Offer Made,2024-11-01,Declined,Better offer
728,224,Resume Screening,2024-02-17,Selected,
729,224,Technical Interview,2024-02-20,Rejected,Technical gap
730,225,Resume Screening,2024-11-04,Rejected,Skill mismatch
731,226,Resume Screening,2024-04-19,Selected,
732,226,Technical Interview,2024-04-25,Selected,
733,226,Managerial Interview,2024-04-28,Rejected,Project mismatch
734,227,Resume Screening,2024-08-19,Selected,
735,227,Technical Interview,2024-08-23,Selected,
736,227,Managerial Interview,2024-08-26,Selected,
737,227,HR Interview,2024-09-02,Selected,
738,227,Offer Made,2024-09-09,Accepted,
739,227,Joined,2024-09-15,Joined,
740,228,Resume Screening,2024-12-24,Rejected,Profile not relevant
741,229,Resume Screening,2024-11-10,Rejected,Skill mismatch
742,230,Resume Screening,2024-10-16,Selected,
743,230,Technical Interview,2024-10-18,Rejected,Low problem-solving
744,231,Resume Screening,2024-09-05,Selected,
745,231,Technical Interview,2024-09-09,Rejected,Domain mismatch
746,232,Resume Screening,2024-06-29,Rejected,Skill mismatch
747,233,Resume Screening,2024-09-18,Selected,
748,233,Technical Interview,2024-09-24,Rejected,Domain mismatch
749,234,Resume Screening,2024-10-14,Selected,
750,234,Technical Interview,2024-10-18,Selected,
751,234,Managerial Interview,2024-10-22,Rejected,Project mismatch
752,235,Resume Screening,2024-06-09,Selected,
753,235,Technical Interview,2024-06-15,Selected,
754,235,Managerial Interview,2024-06-21,Selected,
755,235,HR Interview,2024-06-25,Selected,
756,235,Offer Made,2024-06-29,Accepted,
757,235,Joined,2024-07-06,Joined,
758,236,Resume Screening,2024-08-05,Selected,
759,236,Technical Interview,2024-08-10,Rejected,Domain mismatch
760,237,Resume Screening,2024-06-03,Selected,
761,237,Technical Interview,2024-06-10,Rejected,Low problem-solving
762,238,Resume Screening,2024-09-25,Selected,
763,238,Technical Interview,2024-10-01,Selected,
764,238,Managerial Interview,2024-10-08,Selected,
765,238,HR Interview,2024-10-13,Selected,
766,238,Offer Made,2024-10-15,Accepted,
767,238,Joined,2024-10-18,Joined,
768,239,Resume Screening,2024-07-07,Selected,
769,239,Technical Interview,2024-07-12,Selected,
770,239,Managerial Interview,2024-07-14,Selected,
771,239,HR Interview,2024-07-16,Selected,
772,239,Offer Made,2024-07-21,Accepted,
773,239,Joined,2024-07-27,Joined,
774,240,Resume Screening,2024-04-19,Rejected,Experience mismatch
775,241,Resume Screening,2024-07-23,Selected,
776,241,Technical Interview,2024-07-25,Rejected,Technical gap
777,242,Resume Screening,2024-09-27,Rejected,Experience mismatch
778,243,Resume Screening,2024-06-20,Selected,
779,243,Technical Interview,2024-06-25,Selected,
780,243,Managerial Interview,2024-06-30,Rejected,Team fit issue
781,244,Resume Screening,2024-05-01,Selected,
782,244,Technical Interview,2024-05-03,Selected,
783,244,Managerial Interview,2024-05-05,Selected,
784,244,HR Interview,2024-05-09,Selected,
785,244,Offer Made,2024-05-13,Declined,Location issue
786,245,Resume Screening,2024-12-04,Selected,
787,245,Technical Interview,2024-12-08,Selected,
788,245,Managerial Interview,2024-12-10,Selected,
789,245,HR Interview,2024-12-17,Selected,
790,245,Offer Made,2024-12-22,Accepted,
791,245,Joined,2024-12-25,Joined,
792,246,Resume Screening,2024-08-03,Selected,
793,246,Technical Interview,2024-08-08,Selected,
794,246,Managerial Interview,2024-08-10,Rejected,Team fit issue
795,247,Resume Screening,2024-09-21,Selected,
796,247,Technical Interview,2024-09-24,Selected,
797,247,Managerial Interview,2024-09-28,Selected,
798,247,HR Interview,2024-10-04,Selected,
799,247,Offer Made,2024-10-11,Accepted,
800,247,Joined,2024-10-16,Joined,
801,248,Resume Screening,2024-02-28,Selected,
802,248,Technical Interview,2024-03-06,Selected,
803,248,Managerial Interview,2024-03-11,Selected,
804,248,HR Interview,2024-03-16,Selected,
805,248,Offer Made,2024-03-22,Accepted,
806,248,Joined,2024-03-26,Joined,
807,249,Resume Screening,2024-07-22,Rejected,Profile not relevant
808,250,Resume Screening,2024-05-03,Rejected,Experience mismatch
809,251,Resume Screening,2024-02-14,Selected,
810,251,Technical Interview,2024-02-20,Selected,
811,251,Managerial Interview,2024-02-23,Selected,
812,251,HR Interview,2024-03-01,Selected,
813,251,Offer Made,2024-03-04,Accepted,
814,251,Joined,2024-03-10,Joined,
815,252,Resume Screening,2024-04-02,Selected,
816,252,Technical Interview,2024-04-09,Selected,
817,252,Managerial Interview,2024-04-11,Selected,
818,252,HR Interview,2024-04-14,Selected,
819,252,Offer Made,2024-04-18,Accepted,
820,252,Joined,2024-04-24,Joined,
821,253,Resume Screening,2024-08-25,Rejected,Profile not relevant
822,254,Resume Screening,2024-07-15,Selected,
823,254,Technical Interview,2024-07-17,Selected,
824,254,Managerial Interview,2024-07-24,Selected,
825,254,HR Interview,2024-07-30,Selected,
826,254,Offer Made,2024-08-01,Accepted,
827,254,Joined,2024-08-04,Joined,
828,255,Resume Screening,2024-09-26,Selected,
829,255,Technical Interview,2024-10-01,Selected,
830,255,Managerial Interview,2024-10-03,Selected,
831,255,HR Interview,2024-10-07,Selected,
832,255,Offer Made,2024-10-13,Accepted,
833,255,Joined,2024-10-19,Joined,
834,256,Resume Screening,2024-07-06,Selected,
835,256,Technical Interview,2024-07-08,Rejected,Low problem-solving
836,257,Resume Screening,2024-11-05,Selected,
837,257,Technical Interview,2024-11-10,Selected,
838,257,Managerial Interview,2024-11-12,Selected,
839,257,HR Interview,2024-11-17,Selected,
840,257,Offer Made,2024-11-19,Accepted,
841,257,Joined,2024-11-26,Joined,
842,258,Resume Screening,2024-05-09,Selected,
843,258,Technical Interview,2024-05-16,Selected,
844,258,Managerial Interview,2024-05-23,Selected,
845,258,HR Interview,2024-05-28,Rejected,Location constraint
846,259,Resume Screening,2024-10-13,Rejected,Experience mismatch
847,260,Resume Screening,2024-07-19,Rejected,Skill mismatch
848,261,Resume Screening,2024-08-09,Selected,
849,261,Technical Interview,2024-08-13,Selected,
850,261,Managerial Interview,2024-08-18,Selected,
851,261,HR Interview,2024-08-20,Selected,
852,261,Offer Made,2024-08-22,Accepted,
853,261,Joined,2024-08-29,Joined,
854,262,Resume Screening,2024-12-13,Selected,
855,262,Technical Interview,2024-12-15,Selected,
856,262,Managerial Interview,2024-12-19,Selected,
857,262,HR Interview,2024-12-24,Selected,
858,262,Offer Made,2024-12-31,Declined,Compensation issue
859,263,Resume Screening,2025-01-02,Rejected,Skill mismatch
860,264,Resume Screening,2024-03-18,Selected,
861,264,Technical Interview,2024-03-23,Rejected,Domain mismatch
862,265,Resume Screening,2024-06-12,Selected,
863,265,Technical Interview,2024-06-18,Selected,
864,265,Managerial Interview,2024-06-21,Rejected,Team fit issue
865,266,Resume Screening,2024-10-04,Selected,
866,266,Technical Interview,2024-10-06,Selected,
867,266,Managerial Interview,2024-10-13,Selected,
868,266,HR Interview,2024-10-19,Selected,
869,266,Offer Made,2024-10-26,Accepted,
870,266,Joined,2024-10-29,Joined,
871,267,Resume Screening,2024-11-06,Selected,
872,267,Technical Interview,2024-11-13,Rejected,Technical gap
873,268,Resume Screening,2024-06-01,Selected,
874,268,Technical Interview,2024-06-06,Rejected,Technical gap
875,269,Resume Screening,2024-07-28,Selected,
876,269,Technical Interview,2024-08-04,Selected,
877,269,Managerial Interview,2024-08-08,Selected,
878,269,HR Interview,2024-08-11,Rejected,Salary mismatch
879,270,Resume Screening,2024-09-24,Selected,
880,270,Technical Interview,2024-09-27,Selected,
881,270,Managerial Interview,2024-09-30,Selected,
882,270,HR Interview,2024-10-07,Selected,
883,270,Offer Made,2024-10-14,Declined,Better offer
884,271,Resume Screening,2024-04-12,Rejected,Profile not relevant
885,272,Resume Screening,2024-08-19,Rejected,Experience mismatch
886,273,Resume Screening,2024-06-14,Selected,
887,273,Technical Interview,2024-06-16,Selected,
888,273,Managerial Interview,2024-06-23,Selected,
889,273,HR Interview,2024-06-29,Selected,
890,273,Offer Made,2024-07-05,Declined,Location issue
891,274,Resume Screening,2024-09-22,Selected,
892,274,Technical Interview,2024-09-29,Selected,
893,274,Managerial Interview,2024-10-04,Selected,
894,274,HR Interview,2024-10-09,Rejected,Notice period issue
895,275,Resume Screening,2024-04-07,Selected,
896,275,Technical Interview,2024-04-12,Selected,
897,275,Managerial Interview,2024-04-19,Selected,
898,275,HR Interview,2024-04-24,Selected,
899,275,Offer Made,2024-04-28,Accepted,
900,275,Joined,2024-05-01,Joined,
901,276,Resume Screening,2024-04-13,Selected,
902,276,Technical Interview,2024-04-16,Selected,
903,276,Managerial Interview,2024-04-20,Selected,
904,276,HR Interview,2024-04-24,Selected,
905,276,Offer Made,2024-04-27,Accepted,
906,276,Joined,2024-05-04,Joined,
907,277,Resume Screening,2024-11-13,Rejected,Skill mismatch
908,278,Resume Screening,2024-08-15,Selected,
909,278,Technical Interview,2024-08-22,Selected,
910,278,Managerial Interview,2024-08-28,Selected,
911,278,HR Interview,2024-09-04,Selected,
912,278,Offer Made,2024-09-10,Accepted,
913,278,Joined,2024-09-12,Joined,
914,279,Resume Screening,2024-07-29,Selected,
